----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 22:23:06| 27  13  61   0   0|7032M 5708M 2096k   10G|  17k   17k|   0    25k|   0  6.00 |5345  3241 |1.83 1.91 1.54|3.0   0  47|   0     0 |   0     0 | 58  433    0  207   32 
03-03 22:23:07| 32  10  57   0   0|7049M 5691M 2096k   10G|  67k   67k|   0   194k|   0  27.0 |5653  3429 |1.83 1.91 1.54|9.0   0 7.0|   0     0 |   0     0 | 58  433    0  211   32 
03-03 22:23:08| 35  13  51   0   0|7056M 5688M 2096k   10G|  55k   55k|   0  4416k|   0   580 |  25k   38k|1.83 1.91 1.54|6.0   0 309|   0     0 |   0     0 | 58  437    0  219   30 
03-03 22:23:09| 27  10  61   0   0|6881M 5868M 2096k   10G|  27k   27k|   0  6594k|   0   558 |  24k   43k|2.00 1.95 1.55|5.0   0 318|   0     0 |   0     0 | 58  437    0  209   30 
03-03 22:23:10| 13   4  83   0   0|6678M 6076M 2096k   10G|  16k   16k|   0  2829k|   0   298 |  18k   31k|2.00 1.95 1.55|1.0   0  59|   0     0 |   0     0 | 58  437    0  214   30 
03-03 22:23:11| 11   1  87   0   0|6677M 6077M 2096k   10G|  33k   34k|   0   126k|   0  15.0 |3179  3218 |2.00 1.95 1.55|1.0   0  13|   0     0 |   0     0 | 58  437    0  215   30 
03-03 22:23:12| 10   3  87   0   0|6718M 6036M 2096k   10G|  19k   20k|   0     0 |   0     0 |8001    13k|2.00 1.95 1.55|2.0   0  54|   0     0 |   0     0 | 58  437    0  217   30 
03-03 22:23:13| 14   3  83   0   0|6683M 6071M 2096k   10G|  48k   48k|   0   253k|   0  28.0 |5720  6009 |2.00 1.95 1.55|4.0   0  44|   0     0 |   0     0 | 58  441    0  213   28 
03-03 22:23:14| 12   2  85   0   0|6667M 6087M 2096k   10G|  41k   41k|   0  1518k|   0  34.0 |3943  3490 |1.92 1.93 1.55|  0   0  32|   0     0 |   0     0 | 58  441    0  214   28 
03-03 22:23:15| 10   2  88   0   0|6708M 6046M 2096k   10G|9514  9678 |  40k   11k|5.00  4.00 |3294  3141 |1.92 1.93 1.55|1.0   0  35|   0     0 |   0     0 | 58  441    0  216   28 
03-03 22:23:16| 12   1  87   0   0|6666M 6088M 2096k   10G|  18k   18k|   0    23k|   0  2.00 |2967  2869 |1.92 1.93 1.55|1.0   0  10|   0     0 |   0     0 | 58  441    0  219   28 
03-03 22:23:17| 10   2  87   0   0|6667M 6087M 2096k   10G|  36k   36k|   0   112k|   0  9.00 |3349  3264 |1.92 1.93 1.55|1.0   0  16|   0     0 |   0     0 | 58  445    0  208   26 
03-03 22:23:18|  9   2  89   0   0|6666M 6088M 2096k   10G|  19k   19k|   0     0 |   0     0 |3195  3051 |1.92 1.93 1.55|2.0   0  19|   0     0 |   0     0 | 58  441    0  212   28 
03-03 22:23:19| 11   2  87   0   0|6666M 6088M 2096k   10G|  17k   17k|   0    15k|   0  4.00 |3250  3008 |1.77 1.90 1.54|1.0   0  29|   0     0 |   0     0 | 58  441    0  212   28 
03-03 22:23:20| 11   3  87   0   0|6666M 6088M 2096k   10G|  23k   23k|   0   145k|   0  11.0 |3542  3020 |1.77 1.90 1.54|1.0   0  30|   0     0 |   0     0 | 58  441    0  216   28 
03-03 22:23:21| 11   2  87   0   0|6709M 6044M 2096k   10G|  32k   32k|4096B  148k|1.00  18.0 |3061  3013 |1.77 1.90 1.54|1.0   0  15|   0     0 |   0     0 | 58  441    0  205   28 
03-03 22:23:22| 12   1  86   0   0|6667M 6087M 2096k   10G|  21k   21k|   0     0 |   0     0 |2890  2719 |1.77 1.90 1.54|2.0   0  11|   0     0 |   0     0 | 58  441    0  209   28 
03-03 22:23:23| 10   2  88   0   0|6667M 6087M 2096k   10G|  56k   56k|   0   123k|   0  11.0 |3086  3101 |1.77 1.90 1.54|3.0   0  17|   0     0 |   0     0 | 58  447    0  211   26 
03-03 22:23:24|  9   2  89   0   0|6667M 6087M 2096k   10G|  16k   16k|   0  3575k|   0   284 |3274  3006 |2.03 1.95 1.56|1.0   0  23|   0     0 |   0     0 | 58  443    0  218   28 
03-03 22:23:25| 12   2  86   0   0|6689M 6065M 2096k   10G|  11k   11k|   0    18k|   0  4.00 |3362  2909 |2.03 1.95 1.56|1.0   0  35|   0     0 |   0     0 | 58  443    0  210   28 
03-03 22:23:26| 10   2  88   0   0|6666M 6087M 2096k   10G|  17k   17k|   0    30k|   0  2.00 |3197  2850 |2.03 1.95 1.56|1.0   0  24|   0     0 |   0     0 | 58  443    0  215   28 
03-03 22:23:27| 12   2  87   0   0|6724M 6029M 2096k   10G|  19k   19k|   0   112k|   0  9.00 |2832  2674 |2.03 1.95 1.56|1.0   0  11|   0     0 |   0     0 | 58  439    0  216   30 
03-03 22:23:28| 15   3  83   0   0|6788M 5966M 2096k   10G| 201k  202k|   0    20k|   0  4.00 |3956  5509 |2.03 1.95 1.56|4.0   0  42|   0     0 |   0     0 | 58  453    0  225   30 
03-03 22:23:29| 15   4  80   0   0|6804M 5950M 2096k   10G| 286k  286k|   0   208k|   0  28.0 |4198  4366 |2.02 1.95 1.56|3.0   0   0|   0     0 |   0     0 | 58  465    0  210   26 
03-03 22:23:30| 17   1  82   0   0|6818M 5936M 2096k   10G| 892k  893k|   0   622k|   0  52.0 |4771  5653 |2.02 1.95 1.56|2.0   0 3.0|   0     0 |   0     0 | 58  467    0  213   26 
03-03 22:23:31| 25   3  72   0   0|6767M 5987M 2096k   10G| 820k  820k|   0   729k|   0  33.0 |5189  4922 |2.02 1.95 1.56|2.0   0  10|   0     0 |   0     0 | 58  463    0  214   26 
03-03 22:23:32| 21   4  75   0   0|6803M 5950M 2096k   10G|  20k   20k|   0  2895k|   0  84.0 |4625  3492 |2.02 1.95 1.56|2.0   0  28|   0     0 |   0     0 | 58  463    0  219   26 
03-03 22:23:33| 22   7  71   0   0|6844M 5910M 2096k   10G|  83k   83k|8192B  340k|2.00  33.0 |  13k   17k|2.02 1.95 1.56|1.0   0 102|   0     0 |   0     0 | 58  461    0  212   28 
03-03 22:23:34| 18  11  71   0   0|6863M 5890M 2096k   10G|  89k   89k|8196B  457k|2.00  52.0 |  15k   22k|1.94 1.94 1.56|2.0   0 140|   0     0 |   0     0 | 58  461    0  214   28 
03-03 22:23:35| 16   3  80   0   0|6875M 5877M 2096k   10G| 294k  294k|   0   302k|   0  25.9 |4702  3949 |1.94 1.94 1.56|4.0   0  31|   0     0 |   0     0 | 58  461    0  215   28 
03-03 22:23:36| 22  10  66   0   0|6908M 5844M 2096k   10G| 421k  421k|   0   329k|   0  35.1 |  28k   54k|1.94 1.94 1.56|2.0   0 162|   0     0 |   0     0 | 58  461    0  221   28 
03-03 22:23:37| 15   3  83   0   0|6932M 5820M 2096k   10G| 153k  154k|   0   205k|   0  12.0 |4219  3697 |1.94 1.94 1.56|1.0   0  21|   0     0 |   0     0 | 58  463    0  204   28 
03-03 22:23:38| 14   1  85   0   0|6936M 5816M 2096k   10G| 250k  250k|   0   213k|   0  16.0 |4064  3872 |1.94 1.94 1.56|1.0   0 4.0|   0     0 |   0     0 | 58  483    0  211   26 
03-03 22:23:39| 13   2  85   0   0|6947M 5804M 2096k   10G| 570k  571k|   0   575k|   0  59.0 |5572  6818 |1.87 1.92 1.56|1.0   0 4.0|   0     0 |   0     0 | 58  497    0  214   30 
03-03 22:23:40| 13   1  85   0   0|6981M 5770M 2096k   10G| 308k  308k|  60k  554k|3.00  31.0 |3150  3130 |1.87 1.92 1.56|1.0   0 5.0|   0     0 |   0     0 | 58  501    0  216   30 
03-03 22:23:41| 14   0  86   0   0|6981M 5770M 2096k   10G|  33k   33k|   0  2415k|   0  45.0 |2708  2743 |1.87 1.92 1.56|1.0 1.0 1.0|   0     0 |   0     0 | 58  501    0  200   30 
03-03 22:23:42| 15   1  85   0   0|6983M 5769M 2096k   10G|  84k   84k|   0   810k|   0  33.0 |2972  2846 |1.87 1.92 1.56|2.0   0 3.0|   0     0 |   0     0 | 58  509    0  204   28 
03-03 22:23:43| 14   0  85   0   0|6983M 5768M 2096k   10G|  62k   62k|   0   189k|   0  13.0 |2846  2641 |1.87 1.92 1.56|1.0   0   0|   0     0 |   0     0 | 58  509    0  205   28 
03-03 22:23:44| 13   0  86   0   0|6985M 5766M 2096k   10G| 823k  823k|  12k  345k|1.00  28.0 |3361  3656 |1.96 1.94 1.56|1.0   0 5.0|   0     0 |   0     0 | 58  507    0  208   28 
03-03 22:23:45| 14   0  86   0   0|6985M 5766M 2096k   10G| 276k  276k|  36k 1427k|2.00  36.0 |2890  2990 |1.96 1.94 1.56|1.0   0 1.0|   0     0 |   0     0 | 58  507    0  199   28 
03-03 22:23:46| 14   1  85   0   0|6985M 5765M 2096k   10G|  42k   42k|   0  1040k|   0  39.0 |2987  2802 |1.96 1.94 1.56|1.0   0 7.0|   0     0 |   0     0 | 58  509    0  211   28 
03-03 22:23:47| 14   1  86   0   0|6985M 5765M 2096k   10G| 424k  424k|   0  1150k|   0  38.0 |3157  3380 |1.96 1.94 1.56|  0   0 1.0|   0     0 |   0     0 | 58  511    0  215   26 
03-03 22:23:48| 14   1  84   0   0|7029M 5720M 2096k   10G| 135k  135k|  20k 1198k|1.00  20.0 |7938    13k|1.96 1.94 1.56|3.0   0  26|   0     0 |   0     0 | 58  495    0  222   34 
03-03 22:23:49| 13   1  85   0   0|6986M 5763M 2096k   10G| 351k  351k|  36k  251k|1.00  33.0 |3999  4557 |1.88 1.92 1.56|1.0   0  15|   0     0 |   0     0 | 58  491    0  223   36 
03-03 22:23:50| 14   1  86   0   0|6986M 5763M 2096k   10G|  24k   24k|   0    13k|   0  4.00 |2847  2721 |1.88 1.92 1.56|1.0   0 4.0|   0     0 |   0     0 | 58  491    0  214   36 
03-03 22:23:51| 14   0  85   0   0|6986M 5763M 2096k   10G|  34k   34k|   0  1093k|   0  30.0 |2687  2672 |1.88 1.92 1.56|1.0   0 1.0|   0     0 |   0     0 | 58  493    0  218   36 
03-03 22:23:52| 13   0  86   0   0|6986M 5763M 2096k   10G|  19k   20k|   0   110k|   0  9.00 |2781  2550 |1.88 1.92 1.56|1.0   0 4.0|   0     0 |   0     0 | 58  493    0  222   36 
03-03 22:23:53| 15   1  85   0   0|6988M 5761M 2096k   10G| 733k  733k|  24k  350k|4.00  40.0 |3581  3976 |1.88 1.92 1.56|1.0   0 1.0|   0     0 |   0     0 | 58  499    0  225   34 
03-03 22:23:54| 14   1  85   0   0|6989M 5760M 2096k   10G| 225k  225k|  20k 4523k|2.00   526 |3791  3840 |1.81 1.91 1.56|1.0   0 9.0|   0     0 |   0     0 | 58  499    0  209   30 
03-03 22:23:55| 13   1  86   0   0|6988M 5760M 2096k   10G| 307k  308k|  44k 4046k|2.00   288 |2978  3048 |1.81 1.91 1.56|1.0   0 1.0|   0     0 |   0     0 | 58  499    0  211   30 
03-03 22:23:56| 13   0  86   0   0|6988M 5759M 2096k   10G|  18k   18k|   0  1342k|   0  45.0 |2778  2734 |1.81 1.91 1.56|2.0   0 4.0|   0     0 |   0     0 | 58  499    0  216   30 
03-03 22:23:57| 14   0  86   0   0|6988M 5760M 2096k   10G|  19k   19k|   0   111k|   0  9.00 |2662  2570 |1.81 1.91 1.56|1.0   0 1.0|   0     0 |   0     0 | 58  497    0  216   32 
03-03 22:23:58| 13   0  86   0   0|6988M 5759M 2096k   10G|  20k   20k|   0    12k|   0  4.00 |2820  2631 |1.81 1.91 1.56|1.0   0 4.0|   0     0 |   0     0 | 58  497    0  210   28 
03-03 22:23:59| 13   1  86   0   0|6988M 5759M 2096k   10G| 660k  660k|8192B  224k|1.00  9.00 |2840  3066 |1.74 1.89 1.55|1.0   0 1.0|   0     0 |   0     0 | 58  495    0  212   28 
03-03 22:24:00| 14   0  85   0   0|6989M 5759M 2096k   10G| 287k  287k|  24k  129k|3.00  20.0 |3277  3310 |1.74 1.89 1.55|3.0   0 3.0|   0     0 |   0     0 | 58  495    0  212   28 
03-03 22:24:01| 14   0  86   0   0|6989M 5759M 2096k   10G| 266k  266k|8192B  297k|2.00  17.0 |2997  3063 |1.74 1.89 1.55|1.0   0 1.0|   0     0 |   0     0 | 58  495    0  213   28 
03-03 22:24:02| 14   1  85   0   0|6989M 5758M 2096k   10G| 189k  189k|  24k   93k|3.00  10.0 |3244  3011 |1.74 1.89 1.55|1.0   0 4.0|   0     0 |   0     0 | 58  495    0  195   28 
03-03 22:24:03| 14   0  85   0   0|6992M 5755M 2096k   10G| 300k  300k|   0   274k|   0  28.0 |3520  3510 |1.74 1.89 1.55|1.0   0 1.0|   0     0 |   0     0 | 58  497    0  197   32 
03-03 22:24:04| 17   3  80   0   0|6985M 5759M 2096k   10G| 978k  978k|   0   379k|   0  46.0 |5118  5606 |1.68 1.88 1.55|2.0   0 7.0|   0     0 |   0     0 | 58  507    0  199   28 
03-03 22:24:05| 28   3  69   0   0|6972M 5771M 2096k   10G|1233k 1233k|   0   488k|   0  61.0 |6502  5820 |1.68 1.88 1.55|2.0   0  10|   0     0 |   0     0 | 58  529    0  207   28 
03-03 22:24:06| 21   4  74   0   0|7000M 5741M 2096k   10G|1731k 1731k|   0  8013k|   0   297 |9296  8163 |1.68 1.88 1.55|2.0   0  64|   0     0 |   0     0 | 58  541    0  320   25 
03-03 22:24:07| 24   5  70   1   0|7087M 5653M 2096k   10G| 851k  851k|   0  2011k|   0   240 |  14k   19k|1.68 1.88 1.55|7.0   0  43|   0     0 |   0     0 | 58  539    0  462   25 
03-03 22:24:08| 26   3  70   0   0|7137M 5603M 2096k   10G| 897k  898k|   0  2040k|   0   220 |  10k 9449 |1.68 1.88 1.55|2.0   0 3.0|   0     0 |   0     0 | 58  543    0  609   23 
03-03 22:24:09| 26   4  70   0   0|7167M 5571M 2096k   10G| 716k  716k|   0  3341k|   0   249 |  10k 8766 |1.63 1.86 1.55|2.0   0 3.0|   0     0 |   0     0 | 58  548    0  748   23 
03-03 22:24:10| 24   3  72   1   0|6953M 5787M 2096k   10G| 909k  910k|   0  4280k|   0   401 |  11k   11k|1.63 1.86 1.55|4.0   0 8.0|   0     0 |   0     0 | 58  541    0  862   23 
03-03 22:24:11| 25   5  70   0   0|6949M 5794M 2096k   10G| 718k  718k|   0  3796k|   0   369 |  14k   17k|1.63 1.86 1.55|2.0   0  10|   0     0 |   0     0 | 58  541    0    1k  23 
03-03 22:24:12| 20   4  75   0   0|6796M 5951M 2096k   10G| 444k  392k|   0  2865k|   0   393 |  11k   10k|1.63 1.86 1.55|4.0   0 110|   0     0 |   0     0 | 58  544    0    1k  23 
03-03 22:24:13| 18   4  78   0   0|6797M 5949M 2096k   10G| 543k  489k|   0  1669k|   0   215 |  10k   10k|1.63 1.86 1.55|1.0   0  96|   0     0 |   0     0 | 58  543    0    1k  23 
03-03 22:24:14| 23   4  72   0   0|6840M 5905M 2096k   10G| 641k  563k|   0  4708k|   0   447 |  11k   11k|1.58 1.85 1.54|1.0 1.0 108|   0     0 |   0     0 | 58  538    0    1k  27 
03-03 22:24:15| 25   3  71   0   0|6881M 5863M 2096k   10G| 553k  554k|   0  2412k|   0   243 |9458  8603 |1.58 1.85 1.54|2.0   0 1.0|   0     0 |   0     0 | 58  528    0    2k  31 
03-03 22:24:16| 18   3  78   0   0|6891M 5849M 2096k   10G|5284k 1105k|   0  6786k|   0   447 |  11k   11k|1.58 1.85 1.54|3.0   0 7.0|   0     0 |   0     0 | 58  532    0    2k  31 
03-03 22:24:17| 16   2  81   0   0|6899M 5840M 2096k   10G|2166k 1540k|   0  3039k|   0   279 |8771  9826 |1.58 1.85 1.54|2.0   0  20|   0     0 |   0     0 | 58  540    0    2k  29 
03-03 22:24:18| 15   1  84   0   0|6908M 5830M 2096k   10G|2176k 1238k|  60k  642k|6.00  48.0 |5528  5684 |1.58 1.85 1.54|1.0   0 5.0|   0     0 |   0     0 | 58  554    0    2k  31 
03-03 22:24:19| 15   2  82   0   0|6916M 5818M 2096k   10G|6066k 2006k| 156k 1041k|13.0  64.0 |7587  6631 |1.45 1.82 1.54|2.0   0 2.0|   0     0 |   0     0 | 58  563    0    2k  31 
03-03 22:24:20| 24   4  72   1   0|6929M 5801M 2096k   10G| 613k  613k| 208k   11M|38.0  1331 |9392  9121 |1.45 1.82 1.54|2.0   0 5.0|   0     0 |   0     0 | 58  599    0    2k  31 
03-03 22:24:21| 26   4  70   0   0|6980M 5730M 2096k   10G| 799k  799k|  92k 3171k|17.0   434 |  12k   15k|1.45 1.82 1.54|6.0   0  34|   0     0 |   0     0 | 58  591    0    2k  31 
03-03 22:24:22| 29   8  62   1   0|6927M 5775M 2096k   10G| 815k  815k|  76k 5544k|10.0   641 |  13k   14k|1.45 1.82 1.54|1.0 1.0 510|   0     0 |   0     0 | 58  555    0    2k  31 
03-03 22:24:23| 18   4  78   0   0|6839M 5864M 2096k   10G| 759k  707k|  28k  557k|4.00  66.1 |7946  6456 |1.45 1.82 1.54|2.0   0 135|   0     0 |   0     0 | 58  577    0    2k  29 
03-03 22:24:24| 17   3  79   0   0|6839M 5863M 2096k   10G| 570k  517k| 100k 2672k|8.99   266 |6919  5456 |1.42 1.81 1.53|4.0   0 122|   0     0 |   0     0 | 58  571    0    2k  29 
03-03 22:24:25| 17   3  79   0   0|6839M 5863M 2096k   10G| 707k  600k|  92k 6289k|15.0   515 |7574  5862 |1.42 1.81 1.53|1.0   0 122|   0     0 |   0     0 | 58  593    0    2k  29 
03-03 22:24:26| 20   3  77   0   0|6853M 5849M 2096k   10G| 896k  743k|  84k  423k|21.0  61.0 |8686  6937 |1.42 1.81 1.53|3.0   0 131|   0     0 |   0     0 | 58  583    0    2k  31 
03-03 22:24:27| 24   4  71   0   0|6908M 5793M 2096k   10G| 933k  933k| 144k 8117k|18.0  84.0 |7577  5828 |1.42 1.81 1.53|2.0   0  47|   0     0 |   0     0 | 58  573    0    2k  31 
03-03 22:24:28| 16   2  81   0   0|6888M 5813M 2096k   10G|1978k 1989k| 340k  504k|6.00  39.0 |9385    13k|1.42 1.81 1.53|7.0   0  39|   0     0 |   0     0 | 58  545    0    2k  31 
03-03 22:24:29| 22   6  71   0   0|6857M 5844M 2096k   10G| 474k  474k| 132k  797k|14.0  39.0 |7110  9465 |1.46 1.81 1.54|1.0 1.0  73|   0     0 |   0     0 | 58  548    0    2k  31 
03-03 22:24:30| 15   1  84   0   0|6857M 5844M 2096k   10G| 304k  304k|  84k  143k|6.00  13.0 |3566  3197 |1.46 1.81 1.54|1.0   0 3.0|   0     0 |   0     0 | 58  545    0    2k  31 
03-03 22:24:31| 14   0  85   0   0|6856M 5845M 2096k   10G| 215k  215k|  56k   58k|3.00  12.0 |3068  2900 |1.46 1.81 1.54|1.0   0 1.0|   0     0 |   0     0 | 58  547    0    2k  29 
03-03 22:24:32| 14   1  85   0   0|6866M 5835M 2096k   10G|1405k 1405k| 432k  246k|10.0  14.0 |3855  3241 |1.46 1.81 1.54|4.0   0 4.0|   0     0 |   0     0 | 58  548    0    2k  29 
03-03 22:24:33| 15   1  83   0   0|6863M 5838M 2096k   10G|1261k 1261k| 348k   73k|31.0  12.0 |6499  4907 |1.46 1.81 1.54|1.0   0 1.0|   0     0 |   0     0 | 58  546    0    2k  31 
03-03 22:24:34| 14   1  84   0   0|6864M 5837M 2096k   10G|1106k 1106k| 320k  320k|30.0  17.0 |6124  4931 |1.43 1.79 1.53|2.0   0 6.0|   0     0 |   0     0 | 58  541    0    2k  31 
03-03 22:24:35| 15   1  84   0   0|6861M 5840M 2096k   10G|1177k 1178k| 348k   29k|31.0  4.00 |6350  4991 |1.43 1.79 1.53|1.0   0   0|   0     0 |   0     0 | 58  544    0    2k  31 
03-03 22:24:36| 15   1  83   0   0|6865M 5835M 2096k   10G|3628k 3628k| 256k   28k|26.0  2.00 |5959  4628 |1.43 1.79 1.53|1.0   0 4.0|   0     0 |   0     0 | 58  551    0    2k  29 
03-03 22:24:37| 14   1  84   0   0|6931M 5767M 2096k   10G|5029k 5029k|   0  2035k|   0   130 |3389  3370 |1.43 1.79 1.53|2.0   0 3.0|   0     0 |   0     0 | 58  555    0    2k  29 
03-03 22:24:38| 15   1  84   0   0|6936M 5761M 2096k   10G|  54k   54k|   0    77k|   0  15.0 |3252  3089 |1.43 1.79 1.53|1.0   0 4.0|   0     0 |   0     0 | 58  559    0    2k  27 
03-03 22:24:39| 14   0  86   0   0|6940M 5758M 2096k   10G|  21k   21k|   0    73k|   0  8.00 |2578  2471 |1.39 1.78 1.53|1.0   0   0|   0     0 |   0     0 | 58  559    0    2k  27 
03-03 22:24:40| 14   1  85   0   0|6946M 5751M 2096k   10G|2871k 2871k|   0   199k|   0  21.0 |3272  3170 |1.39 1.78 1.53|1.0   0 3.0|   0     0 |   0     0 | 58  562    0    2k  27 
03-03 22:24:41| 14   1  84   0   0|6956M 5740M 2096k   10G|3057k 3057k|  24k 1150k|2.00  76.0 |3956  3968 |1.39 1.78 1.53|2.0   0 1.0|   0     0 |   0     0 | 58  573    0    2k  27 
03-03 22:24:42| 15   2  83   0   0|6962M 5731M 2096k   10G|2222k 2223k| 168k 7702k|11.0   615 |6322  5331 |1.39 1.78 1.53|8.0   0 6.0|   0     0 |   0     0 | 58  597    1    2k  28 
03-03 22:24:43| 17   1  81   0   0|6968M 5725M 2096k   10G| 714k  714k|  84k  351k|19.0  61.0 |7736  6613 |1.39 1.78 1.53|1.0   0 6.0|   0     0 |   0     0 | 58  653    0    2k  23 
03-03 22:24:44| 15   2  83   0   0|6969M 5724M 2096k   10G| 774k  775k|  80k  471k|16.0  64.0 |6940  5671 |1.36 1.77 1.53|1.0   0 6.0|   0     0 |   0     0 | 58  653    0    3k  23 
03-03 22:24:45| 15   1  84   0   0|6969M 5724M 2096k   10G| 777k  777k|  52k  392k|5.00  52.0 |5667  5018 |1.36 1.77 1.53|2.0   0 1.0|   0     0 |   0     0 | 58  665    0    3k  23 
03-03 22:24:46| 15   2  83   0   0|6970M 5723M 2096k   10G| 731k  731k|  44k  366k|5.00  50.0 |6159  5592 |1.36 1.77 1.53|2.0   0 5.0|   0     0 |   0     0 | 58  621    0    3k  25 
03-03 22:24:47| 15   1  83   0   0|6969M 5723M 2096k   10G| 577k  577k|  92k 8656k|9.00   572 |5797  4708 |1.36 1.77 1.53|1.0   0 1.0|   0     0 |   0     0 | 58  627    0    3k  23 
03-03 22:24:48| 15   4  81   0   0|7168M 5525M 2096k   10G| 652k  652k| 100k  245k|15.0  39.0 |8161    11k|1.36 1.77 1.53| 14   0  53|   0     0 |   0     0 | 58  648    0    3k  25 
03-03 22:24:49| 44  11  43   0   0|7051M 5633M 2096k   10G| 571k  572k|  80k 1037k|18.0   160 |  29k   46k|3.17 2.14 1.65|  0 1.0 259|   0     0 |   0     0 | 58  637    0    3k  25 
03-03 22:24:50| 15   2  83   0   0|7051M 5632M 2096k   10G| 751k  751k| 100k  439k|23.0  68.0 |7637  6717 |3.17 2.14 1.65|1.0   0 4.0|   0     0 |   0     0 | 58  665    0    3k  25 
03-03 22:24:51| 27   7  66   0   0|7152M 5531M 2096k   10G|1233k 1233k| 100k  598k|3.00  56.9 |  18k   32k|3.17 2.14 1.65|3.0   0 210|   0     0 |   0     0 | 59  635    0    3k  25 
03-03 22:24:52| 16   1  83   0   0|7054M 5629M 2096k   10G|1514k 1514k| 441k  447k|18.0  37.1 |6421  6635 |3.17 2.14 1.65|1.0   0 9.0|   0     0 |   0     0 | 58  597    0    3k  21 
03-03 22:24:53| 16   1  82   0   0|7055M 5628M 2096k   10G| 398k  398k|  88k   36M|7.00   335 |4844  4178 |3.17 2.14 1.65|1.0   0 2.0|   0     0 |   0     0 | 58  601    0    3k  19 
03-03 22:24:54| 14   1  85   0   0|7056M 5627M 2096k   10G| 182k  182k|  52k  214k|2.00  14.0 |3381  3071 |3.08 2.13 1.65|2.0   0 6.0|   0     0 |   0     0 | 58  601    0    3k  19 
03-03 22:24:55| 14   1  85   0   0|7063M 5620M 2096k   10G|1420k 1421k| 440k 6867k|12.0   478 |4283  3416 |3.08 2.13 1.65|2.0   0 1.0|   0     0 |   0     0 | 58  603    0    3k  12 
03-03 22:24:56| 14   1  85   0   0|7058M 5626M 2096k   10G|1123k 1123k| 320k   14k|28.0  2.00 |5660  4626 |3.08 2.13 1.65|2.0   0 4.0|   0     0 |   0     0 | 58  603    0    3k  12 
03-03 22:24:57| 26  10  63   0   0|7196M 5486M 2096k   10G|1017k 1017k| 272k  457k|29.0  64.0 |  32k   57k|3.08 2.13 1.65|6.0   0 196|   0     0 |   0     0 | 58  602    0    3k  15 
03-03 22:24:58| 31   6  61   0   0|7091M 5591M 2096k   10G|1084k 1084k| 332k 9620k|25.0   310 |  20k   29k|3.08 2.13 1.65|2.0   0 145|   0     0 |   0     0 | 58  599    0    3k  14 
03-03 22:24:59| 18   3  79   0   0|7062M 5619M 2096k   10G| 860k  860k| 248k  141k|29.0  23.0 |8847    11k|2.99 2.13 1.65|2.0   0  40|   0     0 |   0     0 | 58  597    0    3k  14 
03-03 22:25:00| 16   1  83   0   0|7083M 5598M 2096k   10G|7804k 7804k| 100k  137k|6.00  13.0 |3920  3295 |2.99 2.13 1.65|1.0   0 4.0|   0     0 |   0     0 | 58  597    0    3k  14 
03-03 22:25:01| 22   3  74   0   0|7084M 5596M 2096k   10G|  55k   55k|   0   297k|   0  49.0 |  13k   22k|2.99 2.13 1.65|1.0   0  82|   0     0 |   0     0 | 58  597    0    3k  14 
03-03 22:25:02| 15   1  83   0   0|7105M 5574M 2096k   10G|5515k 5515k|   0  2660k|   0  78.0 |4476  5120 |2.99 2.13 1.65|4.0   0 4.0|   0     0 |   0     0 | 58  616    0    3k  14 
03-03 22:25:03| 15   2  83   0   0|7108M 5570M 2096k   10G|1240k 1241k|   0   563k|   0  75.1 |5891  6211 |2.99 2.13 1.65|1.0   0  21|   0     0 |   0     0 | 58  627    0    3k  16 
03-03 22:25:04| 13   3  84   0   0|7148M 5530M 2096k   10G| 793k  640k|   0   130k|   0  28.0 |5021  4792 |2.75 2.10 1.64|1.0   0  92|   0     0 |   0     0 | 58  627    0    3k  16 
03-03 22:25:05|  9   1  90   0   0|7123M 5553M 2096k   10G| 689k  690k|   0  6504k|   0  74.0 |3618  4408 |2.75 2.10 1.64|1.0   0  23|   0     0 |   0     0 | 58  623    0    3k  16 
03-03 22:25:06| 17   9  73   0   0|7109M 5566M 2096k   10G|  21k   29k|   0  4166k|   0   148 |  24k   41k|2.75 2.10 1.64|  0   0 197|   0     0 |   0     0 | 58  623    0    3k  16 
03-03 22:25:07|  2   0  97   0   0|7108M 5567M 2096k   10G|  58k   58k|   0    68k|   0  16.0 |2384  3412 |2.75 2.10 1.64|  0   0 1.0|   0     0 |   0     0 | 58  623    0    3k  16 
03-03 22:25:08|  2   1  97   0   0|7128M 5547M 2096k   10G|  44k   44k|   0  1820k|   0  17.0 |2437  3141 |2.75 2.10 1.64|1.0   0 4.0|   0     0 |   0     0 | 58  627    0    3k  14 
03-03 22:25:09|  5   1  93   0   0|7107M 5568M 2096k   10G|9891    10k|   0   574k|   0  37.0 |7481    13k|2.61 2.08 1.64|  0   0  36|   0     0 |   0     0 | 58  627    0    3k  14 
03-03 22:25:10|  8   2  90   0   0|7136M 5538M 2096k   10G| 188k   35k|   0   186k|   0  13.0 |4182  3814 |2.61 2.08 1.64|2.0   0  87|   0     0 |   0     0 | 58  627    0    3k  14 
