----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 22:00:05|  7   0  93   0   0| 608M   22G 2096k  816M| 232   132 |   0     0 |   0     0 |1107   287 |0.40 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   14    0 
03-03 22:00:06|  1   0  98   0   0| 608M   22G 2096k  816M| 104     0 |   0     0 |   0     0 | 306   261 |0.40 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   14    0 
03-03 22:00:07|  1   0  99   0   0| 608M   22G 2096k  817M| 142    90 |   0     0 |   0     0 | 447   236 |0.40 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   14    0 
03-03 22:00:08|  1   0  99   0   0| 608M   22G 2096k  817M| 843   739 |   0     0 |   0     0 | 395   228 |0.37 0.24 0.10|1.0   0   0|   0     0 |   0     0 |  4    3    0   11    0 
03-03 22:00:09|  6   0  94   0   0| 605M   22G 2096k  817M|  12k   12k|   0     0 |   0     0 | 619   224 |0.37 0.24 0.10|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:10|  4   0  96   0   0| 605M   22G 2096k  817M| 146    90 |   0     0 |   0     0 | 515   237 |0.37 0.24 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:11|  1   0  99   0   0| 605M   22G 2096k  817M|  52     0 |   0     0 |   0     0 | 260   207 |0.37 0.24 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:12|  1   0 100   0   0| 606M   22G 2096k  817M| 104     0 |   0     0 |   0     0 | 186   199 |0.37 0.24 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:00:13|  8   0  92   0   0| 606M   22G 2096k  817M| 220    42 |   0     0 |   0     0 | 817   225 |0.42 0.25 0.10|1.0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:00:14|  2   0  98   0   0| 606M   22G 2096k  817M|  15k   15k|   0     0 |   0     0 | 375   297 |0.42 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:15|  2   0  98   0   0| 606M   22G 2096k  817M|  52     0 |   0  2484k|   0   211 | 367   329 |0.42 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:16|  1   0  99   0   0| 606M   22G 2096k  817M| 104     0 |   0     0 |   0     0 | 277   227 |0.42 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:17|  0   0  99   0   0| 606M   22G 2096k  817M|  52     0 |   0     0 |   0     0 | 163   176 |0.42 0.25 0.10|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:18| 10   0  90   0   0| 609M   22G 2096k  817M| 146   102 |   0     0 |   0     0 | 981   273 |0.46 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:19|  1   0  98   0   0| 609M   22G 2096k  818M|  13k   13k|   0     0 |   0     0 | 294   196 |0.46 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:20|  1   0  99   0   0| 609M   22G 2096k  818M| 104     0 |   0     0 |   0     0 | 194   143 |0.46 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:21|  8   0  92   0   0| 609M   22G 2096k  818M|  52     0 |   0     0 |   0     0 | 830   257 |0.46 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:22|  0   0  99   0   0| 609M   22G 2096k  818M| 104     0 |   0     0 |   0     0 | 171   177 |0.46 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:23|  4   0  96   0   0| 609M   22G 2096k  818M|  52     0 |   0     0 |   0     0 | 444   149 |0.51 0.28 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:24|  5   0  95   0   0| 609M   22G 2096k  818M|  13k   13k|   0     0 |   0     0 | 602   277 |0.51 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:25|  1   0 100   0   0| 609M   22G 2096k  818M|  52     0 |   0     0 |   0     0 | 182   189 |0.51 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:26|  7   0  92   0   0| 609M   22G 2096k  818M| 104     0 |   0    16k|   0  2.00 | 810   266 |0.51 0.28 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:27|  1   0  99   0   0| 609M   22G 2096k  818M|  52     0 |   0     0 |   0     0 | 190   161 |0.51 0.28 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:28|  9   0  91   0   0| 610M   22G 2096k  818M| 104     0 |   0     0 |   0     0 | 937   271 |0.47 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:29|  2   0  98   0   0| 610M   22G 2096k  818M|  19k   18k|   0     0 |   0     0 | 340   264 |0.47 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:30|  1   0  99   0   0| 610M   22G 2096k  818M| 104     0 |   0     0 |   0     0 | 298   252 |0.47 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:31|  2   0  98   0   0| 610M   22G 2096k  818M|  52     0 |   0     0 |   0     0 | 335   252 |0.47 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:32|  0   0  99   0   0| 610M   22G 2096k  819M| 104     0 |   0     0 |   0     0 | 200   236 |0.47 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:33|  3   0  97   0   0| 610M   22G 2096k  819M|  52     0 |   0     0 |   0     0 | 421   228 |0.43 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:00:34|  7   0  93   0   0| 610M   22G 2096k  819M|  19k   19k|   0     0 |   0     0 | 772   251 |0.43 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:35|  4   0  96   0   0| 610M   22G 2096k  819M|  52     0 |   0     0 |   0     0 | 431   146 |0.43 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:36|  5   0  95   0   0| 610M   22G 2096k  819M| 104     0 |   0     0 |   0     0 | 543   246 |0.43 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:37|  1   0  99   0   0| 610M   22G 2096k  819M|  52     0 |   0     0 |   0     0 | 174   186 |0.43 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:38|  8   0  92   0   0| 610M   22G 2096k  819M| 104     0 |   0     0 |   0     0 | 817   249 |0.47 0.28 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:39|  2   0  98   0   0| 610M   22G 2096k  819M|  13k   13k|   0     0 |   0     0 | 315   211 |0.47 0.28 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:40|  1   0  99   0   0| 610M   22G 2096k  819M| 104     0 |   0     0 |   0     0 | 236   181 |0.47 0.28 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:41|  1   0  99   0   0| 610M   22G 2096k  819M|  52     0 |   0     0 |   0     0 | 265   223 |0.47 0.28 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:42|  1   0  99   0   0| 611M   22G 2096k  819M| 104     0 |   0     0 |   0     0 | 184   175 |0.47 0.28 0.12|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:43|  9   0  91   0   0| 611M   22G 2096k  820M| 220    42 |   0     0 |   0     0 | 952   288 |0.44 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:44|  2   0  98   0   0| 611M   22G 2096k  820M|  13k   13k|   0     0 |   0     0 | 303   218 |0.44 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:00:45|  1   0  99   0   0| 611M   22G 2096k  820M|  52     0 |   0    46k|   0  6.00 | 245   195 |0.44 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:46|  1   0  99   0   0| 611M   22G 2096k  820M| 104     0 |   0     0 |   0     0 | 169   172 |0.44 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:47|  3   0  97   0   0| 611M   22G 2096k  820M|  52     0 |   0     0 |   0     0 | 321   143 |0.44 0.28 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:48|  7   0  93   0   0| 612M   22G 2096k  820M| 104     0 |   0     0 |   0     0 | 764   279 |0.40 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:49|  2   0  98   0   0| 612M   22G 2096k  820M|  15k   15k|   0     0 |   0     0 | 334   245 |0.40 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:50|  1   0  99   0   0| 612M   22G 2096k  820M| 104     0 |   0     0 |   0     0 | 259   215 |0.40 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:51|  1   0 100   0   0| 612M   22G 2096k  820M|  52     0 |   0     0 |   0     0 | 156   154 |0.40 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:52|  4   0  96   0   0| 612M   22G 2096k  820M| 104     0 |   0     0 |   0     0 | 500   188 |0.40 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:53|  6   0  94   0   0| 612M   22G 2096k  821M|  52     0 |   0     0 |   0     0 | 683   233 |0.37 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:00:54|  2   0  98   0   0| 612M   22G 2096k  821M|  13k   13k|   0     0 |   0     0 | 358   256 |0.37 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:55|  1   0  99   0   0| 612M   22G 2096k  821M|  52     0 |   0     0 |   0     0 | 246   187 |0.37 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:56|  0   0 100   0   0| 612M   22G 2096k  821M| 104     0 |   0     0 |   0     0 | 172   169 |0.37 0.27 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:57|  6   0  94   0   0| 612M   22G 2096k  821M|  52     0 |   0    20k|   0  2.00 | 602   183 |0.37 0.27 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:58|  4   0  96   0   0| 613M   22G 2096k  821M| 104     0 |   0     0 |   0     0 | 475   270 |0.34 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:00:59|  1   0  99   0   0| 613M   22G 2096k  821M|  13k   13k|   0     0 |   0     0 | 241   220 |0.34 0.26 0.11|2.0   0   0|   0     0 |   0     0 |  4    1    0   12    2 
03-03 22:01:00|  7   0  92   0   0| 613M   22G 2096k  821M| 104     0 |   0     0 |   0     0 | 789   228 |0.34 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:01|  2   0  98   0   0| 615M   22G 2096k  821M|  52     0 | 260k    0 |9.00     0 | 568   323 |0.34 0.26 0.11|2.0   0  13|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:02|  7   0  93   0   0| 615M   22G 2096k  822M| 104     0 |   0     0 |   0     0 | 790   281 |0.34 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:03|  1   0  99   0   0| 615M   22G 2096k  822M|  52     0 |   0   268k|   0  57.0 | 249   221 |0.31 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:04|  1   0  99   0   0| 615M   22G 2096k  822M| 104     0 |   0     0 |   0     0 | 250   207 |0.31 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:05|  2   0  98   0   0| 615M   22G 2096k  822M|  13k   12k|   0     0 |   0     0 | 306   216 |0.31 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:06|  1   0  99   0   0| 615M   22G 2096k  822M| 104     0 |   0     0 |   0     0 | 273   225 |0.31 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:07|  1   0  99   0   0| 615M   22G 2096k  822M|  52     0 |   0     0 |   0     0 | 164   159 |0.31 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:08|  4   0  96   0   0| 614M   22G 2096k  822M| 104     0 |   0     0 |   0     0 | 522   215 |0.29 0.25 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:09|  7   0  93   0   0| 614M   22G 2096k  822M| 141    42 |   0     0 |   0     0 | 994   297 |0.29 0.25 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:10|  1   0  99   0   0| 614M   22G 2096k  822M|  16k   16k|   0     0 |   0     0 | 458   267 |0.29 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:11|  0   0 100   0   0| 614M   22G 2096k  822M|  52     0 |   0     0 |   0     0 | 199   200 |0.29 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:12|  7   0  92   0   0| 617M   22G 2096k  822M| 194    90 |   0     0 |   0     0 | 926   212 |0.29 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:13|  2   0  98   0   0| 617M   22G 2096k  823M| 220   180 |   0     0 |   0     0 | 430   224 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:14|  1   0  99   0   0| 617M   22G 2096k  823M| 194     0 |   0     0 |   0     0 | 357   231 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:01:15|  2   0  98   0   0| 617M   22G 2096k  823M|  16k   16k|   0  7166B|   0  1.00 | 308   224 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:16|  0   0  99   0   0| 617M   22G 2096k  823M| 104     0 |   0     0 |   0     0 | 164   164 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:17|  9   0  91   0   0| 615M   22G 2096k  823M|  52     0 |   0     0 |   0     0 | 901   258 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:18|  1   0  99   0   0| 615M   22G 2096k  823M| 104     0 |   0     0 |   0     0 | 236   195 |0.24 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:19|  2   0  98   0   0| 615M   22G 2096k  823M|  52     0 |   0     0 |   0     0 | 276   196 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:20|  1   0  98   0   0| 615M   22G 2096k  823M|  13k   13k|   0     0 |   0     0 | 311   220 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:21|  2   0  99   0   0| 615M   22G 2096k  823M|  52     0 |   0     0 |   0     0 | 249   165 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:22|  9   0  91   0   0| 615M   22G 2096k  823M| 104     0 |   0     0 |   0     0 | 989   338 |0.24 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:23|  1   0  99   0   0| 616M   22G 2096k  823M|  52     0 |   0     0 |   0     0 | 263   194 |0.30 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:24|  1   0  99   0   0| 617M   22G 2096k  824M| 104     0 |   0     0 |   0     0 | 192   172 |0.30 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:25|  3   0  97   0   0| 617M   22G 2096k  824M|  17k   17k|   0     0 |   0     0 | 359   182 |0.30 0.26 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:26|  1   0  99   0   0| 617M   22G 2096k  824M| 104     0 |   0     0 |   0     0 | 159   168 |0.30 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:27|  2   0  98   0   0| 617M   22G 2096k  824M|  52     0 |   0     0 |   0     0 | 300   136 |0.30 0.26 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:28|  8   0  91   0   0| 620M   22G 2096k  824M| 104     0 |   0     0 |   0     0 | 946   341 |0.28 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:29|  1   0  99   0   0| 620M   22G 2096k  824M|  52     0 |   0     0 |   0     0 | 234   185 |0.28 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:30|  2   0  98   0   0| 620M   22G 2096k  824M|  18k   18k|   0     0 |   0     0 | 319   241 |0.28 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:31|  1   0  99   0   0| 620M   22G 2096k  824M|  52     0 |   0     0 |   0     0 | 246   191 |0.28 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:32|  2   0  98   0   0| 620M   22G 2096k  824M| 104     0 |   0     0 |   0     0 | 330   228 |0.28 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:33|  1   0 100   0   0| 620M   22G 2096k  824M|  52     0 |   0     0 |   0     0 | 147   150 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:34|  3   0  96   0   0| 620M   22G 2096k  824M| 104     0 |   0    16k|   0  2.00 | 428   207 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   11    0 
03-03 22:01:35|  8   0  92   0   0| 621M   22G 2096k  825M|  19k   18k|   0     0 |   0     0 | 926   343 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:36|  1   0  99   0   0| 621M   22G 2096k  825M| 104     0 |   0     0 |   0     0 | 255   196 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:37|  2   0  98   0   0| 621M   22G 2096k  825M|  52     0 |   0     0 |   0     0 | 336   220 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:38|  1   0  99   0   0| 621M   22G 2096k  825M| 104     0 |   0     0 |   0     0 | 191   183 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:39|  1   0  99   0   0| 621M   22G 2096k  825M|  52     0 |   0     0 |   0     0 | 229   177 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:40|  1   0  99   0   0| 621M   22G 2096k  825M|  25k   25k|   0     0 |   0     0 | 224   184 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:41|  4   0  96   0   0| 621M   22G 2096k  825M|  52     0 |   0     0 |   0     0 | 460   168 |0.24 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:42|  8   0  92   0   0| 621M   22G 2096k  825M| 104     0 |   0     0 |   0     0 | 927   342 |0.24 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:43|  1   0  98   0   0| 621M   22G 2096k  825M|  52     0 |   0     0 |   0     0 | 262   197 |0.22 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:44|  1   0  99   0   0| 621M   22G 2096k  825M| 272   102 |   0    19k|   0  8.00 | 355   290 |0.22 0.24 0.11|  0   0 2.0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:45|  2   0  98   0   0| 621M   22G 2096k  825M|  20k   20k|   0     0 |   0     0 | 317   218 |0.22 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:46|  0   0 100   0   0| 622M   22G 2096k  825M| 104     0 |   0   154k|   0  10.0 | 180   191 |0.22 0.24 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:47|  3   0  96   0   0| 622M   22G 2096k  826M|  52     0 |   0     0 |   0     0 | 441   204 |0.22 0.24 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:48|  6   0  94   0   0| 622M   22G 2096k  826M| 104     0 |   0     0 |   0     0 | 696   253 |0.20 0.23 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:49|  2   0  98   0   0| 622M   22G 2096k  826M| 136   136 |   0     0 |   0     0 | 305   205 |0.20 0.23 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:50|  2   0  98   0   0| 622M   22G 2096k  826M|  20k   20k|   0     0 |   0     0 | 333   249 |0.20 0.23 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   13    0 
03-03 22:01:51|  2   0  98   0   0| 622M   22G 2096k  826M|  52     0 |   0     0 |   0     0 | 338   225 |0.20 0.23 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:52|  1   0  99   0   0| 622M   22G 2096k  826M| 104     0 |   0     0 |   0     0 | 154   154 |0.20 0.23 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:53|  5   0  95   0   0| 620M   22G 2096k  826M|  52     0 |   0     0 |   0     0 | 584   237 |0.26 0.25 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:54|  4   0  96   0   0| 619M   22G 2096k  826M| 104     0 |   0     0 |   0     0 | 445   192 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:55|  8   0  92   0   0| 620M   22G 2096k  826M|  16k   16k|   0     0 |   0     0 | 823   206 |0.26 0.25 0.11|1.0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:56|  2   0  98   0   0| 620M   22G 2096k  826M| 104     0 |   0     0 |   0     0 | 305   199 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:57|  0   0 100   0   0| 620M   22G 2096k  826M|  52     0 |   0     0 |   0     0 | 149   152 |0.26 0.25 0.11|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:58| 10   0  90   0   0| 622M   22G 2096k  827M| 104     0 |   0     0 |   0     0 |1026   328 |0.32 0.26 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
03-03 22:01:59|  2   0  99   0   0| 622M   22G 2096k  827M|  52     0 |   0     0 |   0     0 | 279   201 |0.32 0.26 0.12|  0   0   0|   0     0 |   0     0 |  4    1    0   12    0 
